X_channel Y_channel II_channel timestamp
0.02675175 0.996446290396506 0.0 0.0
0.02675167 0.996385816130781 0.0 0.181
0.02675208 0.9963858469375217 0.0 0.366
0.02675186 0.9964059864921271 0.0 0.545
0.02675178 0.9965060050524002 0.0 0.721
0.02675185 0.9966453392505373 0.0 0.901
0.02675099 0.996665430698424 0.0 1.083
0.0267522 0.9965453409811906 0.0 1.264
0.02675203 0.9965067796924632 0.0 1.447
0.02675183 0.9965647134073533 0.0 1.628
0.02675124 0.9966452934041828 0.0 1.809
0.02673892 0.9966645235244234 0.0 1.988
0.02673509 0.9966440796046915 0.0 2.166
0.02672135 0.9967438271313633 0.0 2.349
0.02671215 0.9968640717600161 0.0 2.531
0.02670252 0.9969616083817147 0.0 2.708
0.02668904 0.9970412188939574 0.0 2.886
0.0266819 0.9970406820557876 0.0 3.067
0.02666484 0.9970595553135481 0.0 3.247
0.02666122 0.9970995950250728 0.0 3.431
0.02664179 0.9970779781346637 0.0 3.613
0.02663772 0.9969171806657967 0.0 3.797
0.02662046 0.9968370231970652 0.0 3.977
0.02661338 0.9968364909819122 0.0 4.158
0.02660067 0.9970345746224639 0.0 4.34
0.02658964 0.9972151478628707 0.0 4.519
0.02657945 0.9971942257523475 0.0 4.703
0.02656476 0.997213276890092 0.0 4.889
0.02655761 0.9972926065293919 0.0 5.068
0.02654079 0.997310489547629 0.0 5.25
0.02653753 0.9972910964018022 0.0 5.43
0.02651768 0.9974490857825449 0.0 5.609
0.02651286 0.9975696575662424 0.0 5.788
0.02649599 0.997467610019315 0.0 5.968
0.0264883 0.9973460974825344 0.0 6.148
0.02647817 0.9972470767261474 0.0 6.332
0.02646411 0.9970847742086653 0.0 6.513
0.02645536 0.996983338129326 0.0 6.694
0.02643874 0.9971433334828739 0.0 6.874
0.0264328 0.9973225236181082 0.0 7.057
0.02641382 0.9973808070669496 0.0 7.239
0.02641054 0.9973805603732686 0.0 7.422
0.02639201 0.9974194777828815 0.0 7.604
0.02638643 0.9975997020214645 0.0 7.788
0.02636983 0.997838555686594 0.0 7.971
0.02636141 0.9978379221175662 0.0 8.154
0.02634878 0.9977765053483537 0.0 8.337
0.0263364 0.9978158847730819 0.0 8.518
0.0263271 0.9979159622027323 0.0 8.701
0.02631154 0.9979147912927858 0.0 8.881
0.02630553 0.9978941836266595 0.0 9.063
0.02628754 0.9977718976122024 0.0 9.242
0.02628268 0.9977110658287803 0.0 9.426
0.02626227 0.9977296856120828 0.0 9.611
0.02625781 0.9977696607236319 0.0 9.793
0.02624374 0.9978492233497109 0.0 9.973
0.02623277 0.99784839790326 0.0 10.158
0.02621972 0.9979675917818827 0.0 10.337
0.02620747 0.9980858378738919 0.0 10.519
0.02619766 0.9982261862384525 0.0 10.703
0.02618226 0.9983056478969641 0.0 10.887
0.02617602 0.9985243660571829 0.0 11.067
0.02615753 0.9988033827944884 0.0 11.251
0.02615272 0.9988425750480537 0.0 11.435
0.02613335 0.9987428597651451 0.0 11.616
0.02612875 0.9987223581892147 0.0 11.799
0.0261117 0.9986807639132892 0.0 11.98
0.02610278 0.9986800921679907 0.0 12.161
0.02608965 0.9986186381429794 0.0 12.344
0.02607701 0.9986176863138453 0.0 12.528
0.02606711 0.9985161655945639 0.0 12.71
0.02605166 0.998395835725235 0.0 12.893
0.02604497 0.9983154678325197 0.0 13.075
0.02602658 0.9982737734717865 0.0 13.254
0.02602298 0.9982735024759334 0.0 13.436
0.02600392 0.9983123776024059 0.0 13.617
0.0259969 0.9982715392659242 0.0 13.798
0.02597866 0.9981290818588778 0.0 13.983
0.0259713 0.9980882181080157 0.0 14.166
0.02595631 0.9982886386857757 0.0 14.347
0.02594498 0.9984666601646826 0.0 14.53
0.02593347 0.9985464129338935 0.0 14.713
0.02591908 0.9985654842352085 0.0 14.892
0.0259126 0.9984843770663286 0.0 15.071
0.02589413 0.9985636055528219 0.0 15.253
0.02588882 0.9986035152685826 0.0 15.435
0.02586838 0.9986624403508401 0.0 15.618
0.02586344 0.9986822230787546 0.0 15.799
0.02584687 0.9984995828651463 0.0 15.979
0.02583828 0.9984787814051557 0.0 16.161
0.02582523 0.9984777988580993 0.0 16.343
0.02581163 0.9985372388711123 0.0 16.522
0.02580215 0.998697762205094 0.0 16.705
0.02578577 0.9988350916622282 0.0 16.885
0.02578188 0.9989960355632302 0.0 17.065
0.02576174 0.9988735909438232 0.0 17.24
0.02575586 0.9985733488127949 0.0 17.42
0.02573516 0.9984113096297198 0.0 17.601
0.02572931 0.9984108692105402 0.0 17.781
0.02571448 0.9985299239869869 0.0 17.962
0.02570293 0.9986096723031138 0.0 18.142
0.02569071 0.9987095244975006 0.0 18.322
0.02567618 0.998708430279306 0.0 18.501
0.02566794 0.9987665095460727 0.0 18.681
0.02565116 0.9988652620864873 0.0 18.86
0.02564566 0.9989454654466385 0.0 19.043
0.0256256 0.9991034259054483 0.0 19.22
0.02562085 0.9991829297307329 0.0 19.401
0.0256016 0.9991814793820556 0.0 19.579
0.02559395 0.9991607486856986 0.0 19.762
0.02558163 0.9991001133516264 0.0 19.941
0.02556738 0.9990000318844917 0.0 20.123
0.0255561 0.9990596449793391 0.0 20.305
0.02554082 0.999176900075009 0.0 20.485
0.02553439 0.999176415626258 0.0 20.665
0.02551514 0.9989759425179109 0.0 20.845
0.0255105 0.9989151304070703 0.0 21.028
0.02549033 0.9989136111630722 0.0 21.212
0.02548361 0.9987727816788443 0.0 21.392
0.02546465 0.9985917301086913 0.0 21.574
0.02545612 0.9985507795905443 0.0 21.755
0.02544326 0.9988100510738962 0.0 21.939
0.02543006 0.9990886947393941 0.0 22.12
0.02542129 0.9992888189051093 0.0 22.304
0.02540323 0.999287458090505 0.0 22.484
0.02539532 0.9992264000059644 0.0 22.665
0.02537655 0.9992652937739233 0.0 22.847
0.02537223 0.9993455842248654 0.0 23.028
0.02535144 0.9992029399262866 0.0 23.211
0.02534504 0.9989026677715697 0.0 23.391
0.0253294 0.9988813358418975 0.0 23.575
0.02531853 0.9990601388234001 0.0 23.756
0.02530319 0.9991589968790825 0.0 23.935
0.02528996 0.9991378462780651 0.0 24.118
0.02527973 0.999038069798102 0.0 24.297
0.02526297 0.9988763324589376 0.0 24.481
0.02525714 0.9988557395433191 0.0 24.662
0.02523624 0.9988541654380431 0.0 24.844
0.02523177 0.9988336750011837 0.0 25.025
0.02521106 0.9986928024926431 0.0 25.207
0.0252051 0.9985721870427421 0.0 25.388
0.02518729 0.9985506923425692 0.0 25.57
0.02517782 0.9987497528006118 0.0 25.749
0.02516379 0.9989494771866714 0.0 25.931
0.02514999 0.9989685913850346 0.0 26.113
0.02514135 0.9989679405855685 0.0 26.294
0.02512331 0.9989665817431209 0.0 26.476
0.02511684 0.9991651112000766 0.0 26.657
0.0250966 0.9994439728814128 0.0 26.837
0.02509141 0.9995435938141796 0.0 27.019
0.0250701 0.9996226018606607 0.0 27.198
0.02506375 0.9996624302817804 0.0 27.38
0.02504814 0.9995000256995689 0.0 27.559
0.02503584 0.9994587917746036 0.0 27.743
0.02502298 0.9996392037587618 0.0 27.926
0.02500845 0.9997993360606078 0.0 28.109
0.02499884 0.9997986116026677 0.0 28.289
0.02498088 0.9996763373145195 0.0 28.472
0.02497498 0.9996758925935707 0.0 28.655
0.02495395 0.9996743074304244 0.0 28.838
0.02494902 0.9996739358260965 0.0 29.017
0.02492768 0.9996521739899394 0.0 29.199
0.0249211 0.9995509115135185 0.0 29.382
0.02490468 0.9994892141611053 0.0 29.558
0.02489295 0.9995487899463003 0.0 29.741
0.02488136 0.9996083761780206 0.0 29.925
0.0248653 0.9995063996352866 0.0 30.105
0.02485648 0.9993664259079612 0.0 30.288
0.02483802 0.999084401922618 0.0 30.468
0.02483127 0.9991234440271446 0.0 30.647
0.02481066 0.9993435758810043 0.0 30.831
0.02480544 0.999441429045903 0.0 31.014
0.02478524 0.9994802130140498 0.0 31.194
0.02477736 0.9994796191731431 0.0 31.376
0.02476097 0.9995589962539598 0.0 31.557
0.02474905 0.9996185570114428 0.0 31.739
0.0247403 0.9996783566013511 0.0 31.919
0.02472191 0.999777735452525 0.0 32.1
0.02471365 0.9997569598048436 0.0 32.282
0.02469376 0.9995942368205141 0.0 32.466
0.02468756 0.9995937695351431 0.0 32.649
0.0246661 0.9997130696194894 0.0 32.83
0.02466098 0.999851234925747 0.0 33.012
0.02464075 0.9997910145787976 0.0 33.194
0.02463274 0.9997710136277913 0.0 33.373
0.02461757 0.999789267199762 0.0 33.555
0.02460489 0.9998671592621979 0.0 33.734
0.02459185 0.99976793128263 0.0 33.915
0.02457642 0.9998456159003111 0.0 34.095
0.0245692 0.9998846214141274 0.0 34.275
0.02454866 0.9998042253268108 0.0 34.457
0.02454379 0.9997643084771779 0.0 34.638
0.02452171 0.9997820410457089 0.0 34.82
0.02451571 0.9999007415150766 0.0 35.002
0.02449575 1.0 0.0 35.183
0.02448692 0.9999993342351146 0.0 35.363
0.0244754 0.9999783130253248 0.0 35.54
0.02445931 0.9998964894953353 0.0 35.722
0.02444714 0.9998351142511236 0.0 35.902
0.02443005 0.9997751315953041 0.0 36.082
0.024423 0.9995738304232185 0.0 36.266
0.02440182 0.9994513191011812 0.0 36.448
0.02439662 0.999450927249049 0.0 36.629
0.02437459 0.9994492671558285 0.0 36.813
0.02436845 0.999610024174381 0.0 36.995
0.02434866 0.9998082936350573 0.0 37.177
0.02434005 0.9998471937132276 0.0 37.356
0.02432497 0.9998057521043185 0.0 37.536
0.02431149 0.9997460421530545 0.0 37.719
0.02430027 0.9995041238148191 0.0 37.899
0.02428208 0.9993239010813956 0.0 38.085
0.02427632 0.9993033147661163 0.0 38.269
0.02425437 0.9993016609606629 0.0 38.45
0.02424868 0.9992206231291378 0.0 38.632
0.02422717 0.9992391548608497 0.0 38.812
0.02422097 0.9992185355190436 0.0 38.992
0.02420053 0.9991968434124522 0.0 39.174
0.02419141 0.9992364607376049 0.0 39.357
0.02417644 0.9993159416016394 0.0 39.539
0.02416318 0.9993534835205239 0.0 39.721
0.0241516 0.9992939179088076 0.0 39.902
0.02413399 0.9992522869083478 0.0 40.088
0.02412568 0.9992516608359922 0.0 40.269
0.02410531 0.9992098220447194 0.0 40.449
0.02410025 0.9991691367322272 0.0 40.631
0.0240787 0.9989869008005602 0.0 40.81
0.02407225 0.9988874182275864 0.0 40.99
0.02405347 0.9988860038735977 0.0 41.171
0.02404366 0.998885265067276 0.0 41.351
0.02402858 0.9988841293712084 0.0 41.534
0.02401351 0.9989628464282914 0.0 41.717
0.02400542 0.9989813814285138 0.0 41.9
0.02398574 0.9988809030444791 0.0 42.081
0.02397743 0.9989407328182958 0.0 42.263
0.0239571 0.998898897984672 0.0 42.447
0.02395115 0.9988782980493796 0.0 42.627
0.02392871 0.9989169116754588 0.0 42.807
0.02392257 0.99899529311313 0.0 42.989
0.02390335 0.9991744555976815 0.0 43.17
0.02389326 0.9992341507161479 0.0 43.35
0.02387942 0.9991726528941444 0.0 43.532
0.02386404 0.9991311908926731 0.0 43.713
0.02385479 0.9991909491472415 0.0 43.895
0.02383528 0.9992902376576763 0.0 44.076
