X channel: Keithley, channel #5; mode:  DCV; scale:  0.10; X converted, conversion factor:1.000000E+0
Y channel: Lock-in, mkV
II channel: B7-78, Ohm; scale:  10000.000000
X channel	Y channel	II channel	timestamp, sec
1.392347E-2	3.925510E+3	0.000000E+0	0.000000E+0
1.392318E-2	3.925350E+3	0.000000E+0	1.790000E-1
1.392358E-2	3.925430E+3	0.000000E+0	3.610000E-1
1.392311E-2	3.924400E+3	0.000000E+0	5.420000E-1
1.392308E-2	3.922890E+3	0.000000E+0	7.220000E-1
1.392330E-2	3.922410E+3	0.000000E+0	9.040000E-1
1.392351E-2	3.922810E+3	0.000000E+0	1.085000E+0
1.392314E-2	3.923210E+3	0.000000E+0	1.268000E+0
1.392568E-2	3.922890E+3	0.000000E+0	1.448000E+0
1.394095E-2	3.922970E+3	0.000000E+0	1.630000E+0
1.394248E-2	3.923763E+3	0.000000E+0	1.811000E+0
1.396396E-2	3.923920E+3	0.000000E+0	1.994000E+0
1.397035E-2	3.924000E+3	0.000000E+0	2.173000E+0
1.399066E-2	3.924160E+3	0.000000E+0	2.355000E+0
1.400098E-2	3.924320E+3	0.000000E+0	2.536000E+0
1.401558E-2	3.924400E+3	0.000000E+0	2.717000E+0
1.403094E-2	3.924080E+3	0.000000E+0	2.900000E+0
1.403982E-2	3.923920E+3	0.000000E+0	3.080000E+0
1.405991E-2	3.923920E+3	0.000000E+0	3.262000E+0
1.406604E-2	3.924320E+3	0.000000E+0	3.443000E+0
1.408893E-2	3.924560E+3	0.000000E+0	3.623000E+0
1.409353E-2	3.924000E+3	0.000000E+0	3.805000E+0
1.411627E-2	3.924000E+3	0.000000E+0	3.986000E+0
1.412323E-2	3.924957E+3	0.000000E+0	4.168000E+0
1.414225E-2	3.925750E+3	0.000000E+0	4.348000E+0
1.415377E-2	3.925590E+3	0.000000E+0	4.529000E+0
1.416751E-2	3.925990E+3	0.000000E+0	4.713000E+0
1.418423E-2	3.926470E+3	0.000000E+0	4.892000E+0
1.419335E-2	3.926550E+3	0.000000E+0	5.074000E+0
1.421455E-2	3.926783E+3	0.000000E+0	5.255000E+0
1.422056E-2	3.927020E+3	0.000000E+0	5.437000E+0
1.424360E-2	3.926780E+3	0.000000E+0	5.618000E+0
1.424824E-2	3.927180E+3	0.000000E+0	5.800000E+0
1.427037E-2	3.927500E+3	0.000000E+0	5.981000E+0
1.427908E-2	3.927740E+3	0.000000E+0	6.165000E+0
1.429811E-2	3.928057E+3	0.000000E+0	6.348000E+0
1.431010E-2	3.927977E+3	0.000000E+0	6.530000E+0
1.432487E-2	3.927740E+3	0.000000E+0	6.717000E+0
1.434093E-2	3.927820E+3	0.000000E+0	6.901000E+0
1.434989E-2	3.928530E+3	0.000000E+0	7.085000E+0
1.437057E-2	3.929487E+3	0.000000E+0	7.269000E+0
1.437836E-2	3.929880E+3	0.000000E+0	7.453000E+0
1.440097E-2	3.929880E+3	0.000000E+0	7.635000E+0
1.440578E-2	3.929880E+3	0.000000E+0	7.813000E+0
1.442976E-2	3.929643E+3	0.000000E+0	7.998000E+0
1.443614E-2	3.928850E+3	0.000000E+0	8.179000E+0
1.445500E-2	3.927977E+3	0.000000E+0	8.359000E+0
1.446597E-2	3.927500E+3	0.000000E+0	8.542000E+0
1.448156E-2	3.927260E+3	0.000000E+0	8.722000E+0
1.449686E-2	3.927420E+3	0.000000E+0	8.903000E+0
1.450823E-2	3.927820E+3	0.000000E+0	9.084000E+0
1.452797E-2	3.928610E+3	0.000000E+0	9.265000E+0
1.453311E-2	3.929090E+3	0.000000E+0	9.447000E+0
1.455723E-2	3.929330E+3	0.000000E+0	9.624000E+0
1.456210E-2	3.929800E+3	0.000000E+0	9.805000E+0
1.458475E-2	3.930200E+3	0.000000E+0	9.983000E+0
1.459260E-2	3.930680E+3	0.000000E+0	1.016300E+1
1.460753E-2	3.930920E+3	0.000000E+0	1.034500E+1
1.462293E-2	3.931157E+3	0.000000E+0	1.052600E+1
1.463737E-2	3.931470E+3	0.000000E+0	1.071600E+1
1.465394E-2	3.931000E+3	0.000000E+0	1.089300E+1
1.466366E-2	3.930600E+3	0.000000E+0	1.107500E+1
1.468470E-2	3.931157E+3	0.000000E+0	1.125600E+1
1.469045E-2	3.931550E+3	0.000000E+0	1.143900E+1
1.471397E-2	3.931157E+3	0.000000E+0	1.161900E+1
1.471993E-2	3.931313E+3	0.000000E+0	1.179900E+1
1.474190E-2	3.932190E+3	0.000000E+0	1.198000E+1
1.475056E-2	3.932270E+3	0.000000E+0	1.216200E+1
1.476893E-2	3.931790E+3	0.000000E+0	1.234300E+1
1.478144E-2	3.931710E+3	0.000000E+0	1.252500E+1
1.479343E-2	3.931710E+3	0.000000E+0	1.270700E+1
1.481216E-2	3.931550E+3	0.000000E+0	1.288800E+1
1.482028E-2	3.931550E+3	0.000000E+0	1.307400E+1
1.484178E-2	3.931550E+3	0.000000E+0	1.325300E+1
1.484764E-2	3.931550E+3	0.000000E+0	1.343500E+1
1.487155E-2	3.931550E+3	0.000000E+0	1.361700E+1
1.487702E-2	3.931550E+3	0.000000E+0	1.379800E+1
1.489531E-2	3.931790E+3	0.000000E+0	1.397800E+1
1.490724E-2	3.932270E+3	0.000000E+0	1.415800E+1
1.492527E-2	3.932820E+3	0.000000E+0	1.434300E+1
1.493902E-2	3.933300E+3	0.000000E+0	1.452500E+1
1.495082E-2	3.933220E+3	0.000000E+0	1.470500E+1
1.496973E-2	3.932663E+3	0.000000E+0	1.488600E+1
1.497882E-2	3.931870E+3	0.000000E+0	1.506800E+1
1.500102E-2	3.932190E+3	0.000000E+0	1.525000E+1
1.500520E-2	3.932663E+3	0.000000E+0	1.542900E+1
1.502935E-2	3.933060E+3	0.000000E+0	1.560700E+1
1.503572E-2	3.933300E+3	0.000000E+0	1.579000E+1
1.505750E-2	3.933860E+3	0.000000E+0	1.597000E+1
1.506659E-2	3.933940E+3	0.000000E+0	1.615300E+1
1.508301E-2	3.933780E+3	0.000000E+0	1.632900E+1
1.509716E-2	3.933220E+3	0.000000E+0	1.650800E+1
1.510694E-2	3.932740E+3	0.000000E+0	1.669200E+1
1.512806E-2	3.932980E+3	0.000000E+0	1.687800E+1
1.513669E-2	3.933380E+3	0.000000E+0	1.705900E+1
1.515827E-2	3.933700E+3	0.000000E+0	1.724300E+1
1.519115E-2	3.933060E+3	0.000000E+0	1.768200E+1
