X channel: Keithley, channel #5; mode:  DCV; scale:  0.10; X converted, conversion factor:1.000000E+0
Y channel: Lock-in, mkV
II channel: B7-78, Ohm; scale:  10000.000000
X channel	Y channel	II channel	timestamp, sec
2.675850E-2	4.020007E+3	0.000000E+0	0.000000E+0
2.675852E-2	4.019050E+3	0.000000E+0	1.860000E-1
2.675892E-2	4.018570E+3	0.000000E+0	3.690000E-1
2.675875E-2	4.018730E+3	0.000000E+0	5.510000E-1
2.675835E-2	4.019370E+3	0.000000E+0	7.280000E-1
2.675805E-2	4.019610E+3	0.000000E+0	9.120000E-1
2.675810E-2	4.020007E+3	0.000000E+0	1.095000E+0
2.675777E-2	4.020240E+3	0.000000E+0	1.275000E+0
2.675030E-2	4.020240E+3	0.000000E+0	1.457000E+0
2.674754E-2	4.020240E+3	0.000000E+0	1.638000E+0
2.673518E-2	4.020320E+3	0.000000E+0	1.819000E+0
2.672516E-2	4.020640E+3	0.000000E+0	2.002000E+0
2.671457E-2	4.021357E+3	0.000000E+0	2.180000E+0
2.670170E-2	4.022230E+3	0.000000E+0	2.360000E+0
2.669457E-2	4.022310E+3	0.000000E+0	2.542000E+0
2.667824E-2	4.021910E+3	0.000000E+0	2.720000E+0
2.667521E-2	4.021750E+3	0.000000E+0	2.900000E+0
2.665478E-2	4.021673E+3	0.000000E+0	3.082000E+0
2.664075E-2	4.022230E+3	0.000000E+0	3.263000E+0
2.662907E-2	4.022390E+3	0.000000E+0	3.442000E+0
2.661642E-2	4.022390E+3	0.000000E+0	3.627000E+0
2.660613E-2	4.022310E+3	0.000000E+0	3.812000E+0
2.659417E-2	4.022390E+3	0.000000E+0	3.992000E+0
2.658314E-2	4.022470E+3	0.000000E+0	4.182000E+0
2.657120E-2	4.022390E+3	0.000000E+0	4.364000E+0
2.656044E-2	4.022787E+3	0.000000E+0	4.546000E+0
2.654873E-2	4.023660E+3	0.000000E+0	4.725000E+0
2.653751E-2	4.024060E+3	0.000000E+0	4.903000E+0
2.652682E-2	4.023820E+3	0.000000E+0	5.082000E+0
2.650740E-2	4.023500E+3	0.000000E+0	5.262000E+0
2.649779E-2	4.023340E+3	0.000000E+0	5.442000E+0
2.648382E-2	4.023340E+3	0.000000E+0	5.624000E+0
2.647285E-2	4.023500E+3	0.000000E+0	5.805000E+0
2.646083E-2	4.023900E+3	0.000000E+0	5.988000E+0
2.644747E-2	4.024300E+3	0.000000E+0	6.168000E+0
2.644158E-2	4.024460E+3	0.000000E+0	6.354000E+0
2.642369E-2	4.023820E+3	0.000000E+0	6.538000E+0
2.641770E-2	4.023023E+3	0.000000E+0	6.721000E+0
2.639877E-2	4.023023E+3	0.000000E+0	6.902000E+0
2.639447E-2	4.023180E+3	0.000000E+0	7.088000E+0
2.637559E-2	4.023660E+3	0.000000E+0	7.268000E+0
2.636988E-2	4.023820E+3	0.000000E+0	7.448000E+0
2.635511E-2	4.023900E+3	0.000000E+0	7.628000E+0
2.634492E-2	4.024460E+3	0.000000E+0	7.812000E+0
2.633260E-2	4.024460E+3	0.000000E+0	7.995000E+0
2.632026E-2	4.024060E+3	0.000000E+0	8.177000E+0
2.631108E-2	4.024380E+3	0.000000E+0	8.358000E+0
2.629453E-2	4.025010E+3	0.000000E+0	8.540000E+0
2.628946E-2	4.025170E+3	0.000000E+0	8.724000E+0
2.627026E-2	4.024540E+3	0.000000E+0	8.905000E+0
2.626667E-2	4.025330E+3	0.000000E+0	9.088000E+0
2.624768E-2	4.026440E+3	0.000000E+0	9.270000E+0
2.624162E-2	4.026920E+3	0.000000E+0	9.451000E+0
2.622565E-2	4.027320E+3	0.000000E+0	9.631000E+0
2.621620E-2	4.027160E+3	0.000000E+0	9.811000E+0
2.620327E-2	4.026440E+3	0.000000E+0	9.997000E+0
2.619067E-2	4.025570E+3	0.000000E+0	1.017800E+1
2.618266E-2	4.025170E+3	0.000000E+0	1.035700E+1
2.616603E-2	4.024773E+3	0.000000E+0	1.053700E+1
2.616008E-2	4.024853E+3	0.000000E+0	1.072100E+1
2.614107E-2	4.025490E+3	0.000000E+0	1.090400E+1
2.613679E-2	4.026123E+3	0.000000E+0	1.108700E+1
2.611781E-2	4.026200E+3	0.000000E+0	1.126600E+1
2.611166E-2	4.026440E+3	0.000000E+0	1.144600E+1
2.609732E-2	4.026920E+3	0.000000E+0	1.162600E+1
2.608615E-2	4.026283E+3	0.000000E+0	1.181000E+1
2.607438E-2	4.025650E+3	0.000000E+0	1.199200E+1
2.606031E-2	4.025170E+3	0.000000E+0	1.217300E+1
2.605250E-2	4.025170E+3	0.000000E+0	1.235300E+1
2.603542E-2	4.025887E+3	0.000000E+0	1.253600E+1
2.603032E-2	4.026760E+3	0.000000E+0	1.271600E+1
2.601040E-2	4.026840E+3	0.000000E+0	1.289800E+1
2.600546E-2	4.026280E+3	0.000000E+0	1.307900E+1
2.598679E-2	4.026123E+3	0.000000E+0	1.326100E+1
2.598039E-2	4.025730E+3	0.000000E+0	1.344200E+1
2.596816E-2	4.026043E+3	0.000000E+0	1.362200E+1
2.595375E-2	4.026760E+3	0.000000E+0	1.380300E+1
2.594200E-2	4.026920E+3	0.000000E+0	1.398100E+1
2.592782E-2	4.027000E+3	0.000000E+0	1.416300E+1
2.592011E-2	4.026920E+3	0.000000E+0	1.434300E+1
2.590282E-2	4.026920E+3	0.000000E+0	1.452800E+1
2.589780E-2	4.026280E+3	0.000000E+0	1.470900E+1
2.587742E-2	4.026200E+3	0.000000E+0	1.489000E+1
2.587351E-2	4.026200E+3	0.000000E+0	1.506800E+1
2.585409E-2	4.026200E+3	0.000000E+0	1.524800E+1
2.584649E-2	4.026360E+3	0.000000E+0	1.542700E+1
2.583266E-2	4.026200E+3	0.000000E+0	1.560700E+1
2.582117E-2	4.026760E+3	0.000000E+0	1.578700E+1
2.581065E-2	4.027793E+3	0.000000E+0	1.596900E+1
2.579526E-2	4.029543E+3	0.000000E+0	1.615000E+1
2.578969E-2	4.031450E+3	0.000000E+0	1.632900E+1
2.576991E-2	4.032400E+3	0.000000E+0	1.651200E+1
2.576431E-2	4.032007E+3	0.000000E+0	1.669300E+1
2.574414E-2	4.031290E+3	0.000000E+0	1.687600E+1
2.573876E-2	4.031210E+3	0.000000E+0	1.705600E+1
2.572023E-2	4.031050E+3	0.000000E+0	1.723800E+1
2.569907E-2	4.029227E+3	0.000000E+0	1.759600E+1
2.568582E-2	4.029070E+3	0.000000E+0	1.777800E+1
2.567632E-2	4.029147E+3	0.000000E+0	1.796000E+1
2.566007E-2	4.029780E+3	0.000000E+0	1.814100E+1
2.565287E-2	4.030180E+3	0.000000E+0	1.832500E+1
2.563402E-2	4.030260E+3	0.000000E+0	1.851200E+1
2.562953E-2	4.030260E+3	0.000000E+0	1.869200E+1
2.560912E-2	4.030260E+3	0.000000E+0	1.887400E+1
2.560341E-2	4.030340E+3	0.000000E+0	1.905300E+1
2.558608E-2	4.030500E+3	0.000000E+0	1.923400E+1
2.555350E-2	4.030810E+3	0.000000E+0	1.967800E+1
2.554839E-2	4.031770E+3	0.000000E+0	1.986000E+1
2.553327E-2	4.032160E+3	0.000000E+0	2.004100E+1
2.552172E-2	4.032007E+3	0.000000E+0	2.022100E+1
2.550739E-2	4.031210E+3	0.000000E+0	2.040300E+1
2.549490E-2	4.030340E+3	0.000000E+0	2.058900E+1
2.548350E-2	4.030497E+3	0.000000E+0	2.077200E+1
2.546743E-2	4.030730E+3	0.000000E+0	2.095600E+1
2.545979E-2	4.030730E+3	0.000000E+0	2.113700E+1
2.544107E-2	4.030730E+3	0.000000E+0	2.131900E+1
2.543631E-2	4.031130E+3	0.000000E+0	2.150000E+1
2.541486E-2	4.031210E+3	0.000000E+0	2.168200E+1
2.541022E-2	4.030970E+3	0.000000E+0	2.187000E+1
2.538431E-2	4.030810E+3	0.000000E+0	2.216700E+1
2.537608E-2	4.031210E+3	0.000000E+0	2.235100E+1
2.535754E-2	4.030890E+3	0.000000E+0	2.253500E+1
2.535260E-2	4.030100E+3	0.000000E+0	2.271700E+1
2.533118E-2	4.029540E+3	0.000000E+0	2.289500E+1
2.532658E-2	4.029700E+3	0.000000E+0	2.307700E+1
2.530541E-2	4.029620E+3	0.000000E+0	2.325900E+1
2.529936E-2	4.029780E+3	0.000000E+0	2.344000E+1
2.527045E-2	4.030810E+3	0.000000E+0	2.387000E+1
2.525207E-2	4.030810E+3	0.000000E+0	2.405300E+1
2.524323E-2	4.030180E+3	0.000000E+0	2.423500E+1
2.522754E-2	4.029620E+3	0.000000E+0	2.441700E+1
2.521607E-2	4.029860E+3	0.000000E+0	2.460000E+1
2.520368E-2	4.030180E+3	0.000000E+0	2.478200E+1
2.518858E-2	4.030260E+3	0.000000E+0	2.496300E+1
2.518099E-2	4.029860E+3	0.000000E+0	2.514700E+1
2.516175E-2	4.029620E+3	0.000000E+0	2.533000E+1
2.515600E-2	4.029780E+3	0.000000E+0	2.550900E+1
2.513533E-2	4.030497E+3	0.000000E+0	2.569200E+1
2.513013E-2	4.030653E+3	0.000000E+0	2.587300E+1
2.511003E-2	4.030500E+3	0.000000E+0	2.605600E+1
2.510308E-2	4.030180E+3	0.000000E+0	2.624100E+1
2.508767E-2	4.029540E+3	0.000000E+0	2.642000E+1
2.507545E-2	4.028990E+3	0.000000E+0	2.660200E+1
2.506285E-2	4.028190E+3	0.000000E+0	2.678300E+1
2.504799E-2	4.027160E+3	0.000000E+0	2.696200E+1
2.503982E-2	4.027237E+3	0.000000E+0	2.714200E+1
2.502042E-2	4.028590E+3	0.000000E+0	2.732100E+1
2.501560E-2	4.029940E+3	0.000000E+0	2.750500E+1
2.499400E-2	4.030497E+3	0.000000E+0	2.768800E+1
2.498907E-2	4.030730E+3	0.000000E+0	2.786800E+1
2.496928E-2	4.030730E+3	0.000000E+0	2.804800E+1
2.496069E-2	4.030340E+3	0.000000E+0	2.823100E+1
2.494532E-2	4.030260E+3	0.000000E+0	2.841400E+1
2.493283E-2	4.030653E+3	0.000000E+0	2.859600E+1
2.492180E-2	4.031130E+3	0.000000E+0	2.877800E+1
2.490514E-2	4.031770E+3	0.000000E+0	2.896000E+1
2.489719E-2	4.032320E+3	0.000000E+0	2.914400E+1
2.487792E-2	4.032320E+3	0.000000E+0	2.932400E+1
2.487323E-2	4.031530E+3	0.000000E+0	2.950300E+1
2.485141E-2	4.031210E+3	0.000000E+0	2.968400E+1
2.484543E-2	4.030733E+3	0.000000E+0	2.986700E+1
2.482777E-2	4.030260E+3	0.000000E+0	3.004700E+1
2.481802E-2	4.030100E+3	0.000000E+0	3.022900E+1
2.480317E-2	4.030100E+3	0.000000E+0	3.041000E+1
2.478945E-2	4.030340E+3	0.000000E+0	3.059000E+1
2.477914E-2	4.030500E+3	0.000000E+0	3.077100E+1
2.476193E-2	4.030260E+3	0.000000E+0	3.095300E+1
2.475532E-2	4.029780E+3	0.000000E+0	3.113400E+1
2.473418E-2	4.028827E+3	0.000000E+0	3.131500E+1
2.472952E-2	4.027397E+3	0.000000E+0	3.149500E+1
2.470780E-2	4.026920E+3	0.000000E+0	3.167400E+1
2.470123E-2	4.027397E+3	0.000000E+0	3.185400E+1
2.467401E-2	4.028230E+3	0.000000E+0	3.213700E+1
2.467060E-2	4.028830E+3	0.000000E+0	3.231500E+1
