X channel: Keithley, channel #5; mode:  DCV; scale:  0.10; X converted, conversion factor:1.000000E+0
Y channel: Lock-in, mkV
II channel: B7-78, Ohm; scale:  10000.000000
X channel	Y channel	II channel	timestamp, sec
1.391409E-2	4.258900E+3	0.000000E+0	0.000000E+0
1.391491E-2	4.258900E+3	0.000000E+0	1.800000E-1
1.391473E-2	4.259457E+3	0.000000E+0	3.610000E-1
1.391507E-2	4.260970E+3	0.000000E+0	5.400000E-1
1.391451E-2	4.262000E+3	0.000000E+0	7.230000E-1
1.391468E-2	4.263270E+3	0.000000E+0	9.070000E-1
1.391482E-2	4.263910E+3	0.000000E+0	1.088000E+0
1.391458E-2	4.263910E+3	0.000000E+0	1.268000E+0
1.391429E-2	4.263910E+3	0.000000E+0	1.446000E+0
1.391472E-2	4.263910E+3	0.000000E+0	1.628000E+0
1.391423E-2	4.264150E+3	0.000000E+0	1.807000E+0
1.391480E-2	4.263990E+3	0.000000E+0	1.988000E+0
1.391426E-2	4.263750E+3	0.000000E+0	2.170000E+0
1.391486E-2	4.263670E+3	0.000000E+0	2.351000E+0
1.391491E-2	4.263270E+3	0.000000E+0	2.537000E+0
1.391477E-2	4.262717E+3	0.000000E+0	2.717000E+0
1.391475E-2	4.262560E+3	0.000000E+0	2.897000E+0
1.391489E-2	4.263270E+3	0.000000E+0	3.075000E+0
1.391495E-2	4.264147E+3	0.000000E+0	3.257000E+0
1.391467E-2	4.264380E+3	0.000000E+0	3.436000E+0
1.392653E-2	4.263590E+3	0.000000E+0	3.616000E+0
1.393267E-2	4.262557E+3	0.000000E+0	3.799000E+0
1.394309E-2	4.262240E+3	0.000000E+0	3.979000E+0
1.396059E-2	4.263033E+3	0.000000E+0	4.161000E+0
1.397241E-2	4.264147E+3	0.000000E+0	4.342000E+0
1.399076E-2	4.264380E+3	0.000000E+0	4.522000E+0
1.399805E-2	4.264380E+3	0.000000E+0	4.701000E+0
1.402054E-2	4.264540E+3	0.000000E+0	4.884000E+0
1.402376E-2	4.265100E+3	0.000000E+0	5.064000E+0
1.404763E-2	4.265500E+3	0.000000E+0	5.244000E+0
1.405416E-2	4.265820E+3	0.000000E+0	5.424000E+0
1.407392E-2	4.265580E+3	0.000000E+0	5.605000E+0
1.408407E-2	4.265340E+3	0.000000E+0	5.786000E+0
1.409887E-2	4.265580E+3	0.000000E+0	5.967000E+0
1.411391E-2	4.265973E+3	0.000000E+0	6.150000E+0
1.412421E-2	4.266210E+3	0.000000E+0	6.332000E+0
1.414462E-2	4.265973E+3	0.000000E+0	6.513000E+0
1.414916E-2	4.265660E+3	0.000000E+0	6.693000E+0
1.417229E-2	4.265973E+3	0.000000E+0	6.875000E+0
1.417814E-2	4.266130E+3	0.000000E+0	7.052000E+0
1.420202E-2	4.266690E+3	0.000000E+0	7.232000E+0
1.420874E-2	4.267170E+3	0.000000E+0	7.415000E+0
1.422805E-2	4.267560E+3	0.000000E+0	7.597000E+0
1.423931E-2	4.267403E+3	0.000000E+0	7.779000E+0
1.425256E-2	4.267327E+3	0.000000E+0	7.958000E+0
1.426960E-2	4.268200E+3	0.000000E+0	8.139000E+0
1.427839E-2	4.268910E+3	0.000000E+0	8.321000E+0
1.429998E-2	4.268600E+3	0.000000E+0	8.503000E+0
1.430528E-2	4.268440E+3	0.000000E+0	8.686000E+0
1.432960E-2	4.268280E+3	0.000000E+0	8.868000E+0
1.433400E-2	4.268120E+3	0.000000E+0	9.050000E+0
1.435668E-2	4.267720E+3	0.000000E+0	9.227000E+0
1.436490E-2	4.267720E+3	0.000000E+0	9.409000E+0
1.438178E-2	4.267800E+3	0.000000E+0	9.589000E+0
1.439509E-2	4.268120E+3	0.000000E+0	9.770000E+0
1.440899E-2	4.268280E+3	0.000000E+0	9.953000E+0
1.442621E-2	4.268993E+3	0.000000E+0	1.013300E+1
1.443551E-2	4.269870E+3	0.000000E+0	1.031700E+1
1.445681E-2	4.270500E+3	0.000000E+0	1.049600E+1
1.446155E-2	4.270580E+3	0.000000E+0	1.067900E+1
1.448535E-2	4.270187E+3	0.000000E+0	1.086100E+1
1.449117E-2	4.270263E+3	0.000000E+0	1.104200E+1
1.451302E-2	4.270267E+3	0.000000E+0	1.122200E+1
1.452185E-2	4.271140E+3	0.000000E+0	1.140600E+1
1.453947E-2	4.271933E+3	0.000000E+0	1.158900E+1
1.455261E-2	4.271933E+3	0.000000E+0	1.177500E+1
1.456462E-2	4.271540E+3	0.000000E+0	1.195600E+1
1.458244E-2	4.271540E+3	0.000000E+0	1.213600E+1
1.459096E-2	4.271777E+3	0.000000E+0	1.231800E+1
1.461312E-2	4.272330E+3	0.000000E+0	1.249900E+1
1.461922E-2	4.272490E+3	0.000000E+0	1.268200E+1
1.464324E-2	4.272890E+3	0.000000E+0	1.286300E+1
1.464811E-2	4.273523E+3	0.000000E+0	1.304600E+1
1.466979E-2	4.273920E+3	0.000000E+0	1.322900E+1
1.467888E-2	4.274637E+3	0.000000E+0	1.341200E+1
1.469698E-2	4.275110E+3	0.000000E+0	1.359300E+1
1.471046E-2	4.275430E+3	0.000000E+0	1.377500E+1
1.472336E-2	4.275990E+3	0.000000E+0	1.395600E+1
1.474097E-2	4.276070E+3	0.000000E+0	1.413600E+1
1.474827E-2	4.276070E+3	0.000000E+0	1.431700E+1
1.477032E-2	4.275830E+3	0.000000E+0	1.449700E+1
1.477568E-2	4.275430E+3	0.000000E+0	1.467800E+1
1.480047E-2	4.275270E+3	0.000000E+0	1.486100E+1
1.480577E-2	4.274870E+3	0.000000E+0	1.504400E+1
1.482761E-2	4.274950E+3	0.000000E+0	1.522100E+1
1.483679E-2	4.275590E+3	0.000000E+0	1.540100E+1
1.485199E-2	4.276307E+3	0.000000E+0	1.558100E+1
1.486752E-2	4.276307E+3	0.000000E+0	1.576400E+1
1.487937E-2	4.275270E+3	0.000000E+0	1.594700E+1
1.489939E-2	4.274477E+3	0.000000E+0	1.612700E+1
1.490620E-2	4.274477E+3	0.000000E+0	1.630900E+1
1.492898E-2	4.275110E+3	0.000000E+0	1.648600E+1
1.493337E-2	4.275990E+3	0.000000E+0	1.666600E+1
1.495677E-2	4.276780E+3	0.000000E+0	1.684500E+1
1.496436E-2	4.277260E+3	0.000000E+0	1.702900E+1
1.498399E-2	4.277660E+3	0.000000E+0	1.721100E+1
1.499475E-2	4.277740E+3	0.000000E+0	1.739200E+1
1.501003E-2	4.276940E+3	0.000000E+0	1.757000E+1
1.502626E-2	4.275830E+3	0.000000E+0	1.774700E+1
1.503429E-2	4.275270E+3	0.000000E+0	1.792900E+1
1.505548E-2	4.275430E+3	0.000000E+0	1.810800E+1
1.506174E-2	4.276070E+3	0.000000E+0	1.829000E+1
1.508585E-2	4.276620E+3	0.000000E+0	1.846800E+1
1.509114E-2	4.277180E+3	0.000000E+0	1.865500E+1
1.511154E-2	4.277973E+3	0.000000E+0	1.883900E+1
1.512206E-2	4.278210E+3	0.000000E+0	1.902200E+1
1.514012E-2	4.277973E+3	0.000000E+0	1.920200E+1
1.515318E-2	4.277660E+3	0.000000E+0	1.938400E+1
1.516764E-2	4.277340E+3	0.000000E+0	1.956500E+1
1.518439E-2	4.278133E+3	0.000000E+0	1.974800E+1
1.519599E-2	4.278690E+3	0.000000E+0	1.992800E+1
1.521557E-2	4.278610E+3	0.000000E+0	2.010800E+1
1.522145E-2	4.278290E+3	0.000000E+0	2.029100E+1
1.524527E-2	4.278450E+3	0.000000E+0	2.047100E+1
1.525016E-2	4.278690E+3	0.000000E+0	2.065300E+1
1.527432E-2	4.278450E+3	0.000000E+0	2.083400E+1
1.528193E-2	4.277500E+3	0.000000E+0	2.101600E+1
1.530137E-2	4.276307E+3	0.000000E+0	2.120000E+1
1.531322E-2	4.275830E+3	0.000000E+0	2.137900E+1
1.532509E-2	4.276070E+3	0.000000E+0	2.155900E+1
1.534340E-2	4.276070E+3	0.000000E+0	2.173800E+1
1.535197E-2	4.276070E+3	0.000000E+0	2.192200E+1
1.537446E-2	4.276387E+3	0.000000E+0	2.210100E+1
1.537861E-2	4.276540E+3	0.000000E+0	2.228200E+1
1.540188E-2	4.276307E+3	0.000000E+0	2.246600E+1
1.540921E-2	4.275590E+3	0.000000E+0	2.264900E+1
1.543322E-2	4.275430E+3	0.000000E+0	2.283200E+1
1.544069E-2	4.276070E+3	0.000000E+0	2.301600E+1
1.545818E-2	4.276540E+3	0.000000E+0	2.319600E+1
1.547170E-2	4.276463E+3	0.000000E+0	2.337600E+1
1.548557E-2	4.275910E+3	0.000000E+0	2.355800E+1
1.550312E-2	4.275830E+3	0.000000E+0	2.373900E+1
1.551263E-2	4.275830E+3	0.000000E+0	2.391700E+1
1.553348E-2	4.275750E+3	0.000000E+0	2.410100E+1
1.553853E-2	4.275030E+3	0.000000E+0	2.427800E+1
1.556351E-2	4.274240E+3	0.000000E+0	2.445700E+1
1.556920E-2	4.273680E+3	0.000000E+0	2.464000E+1
1.559117E-2	4.273680E+3	0.000000E+0	2.481900E+1
1.560050E-2	4.273443E+3	0.000000E+0	2.499800E+1
1.561444E-2	4.272970E+3	0.000000E+0	2.517600E+1
1.563081E-2	4.272810E+3	0.000000E+0	2.535900E+1
1.564067E-2	4.272650E+3	0.000000E+0	2.554000E+1
1.566241E-2	4.272090E+3	0.000000E+0	2.572000E+1
1.566679E-2	4.271540E+3	0.000000E+0	2.590200E+1
1.569046E-2	4.271540E+3	0.000000E+0	2.608300E+1
1.569761E-2	4.271540E+3	0.000000E+0	2.626500E+1
1.572223E-2	4.271460E+3	0.000000E+0	2.644500E+1
1.572853E-2	4.271140E+3	0.000000E+0	2.662700E+1
1.575003E-2	4.270820E+3	0.000000E+0	2.680900E+1
1.576066E-2	4.270580E+3	0.000000E+0	2.699100E+1
1.577488E-2	4.270263E+3	0.000000E+0	2.717000E+1
1.579122E-2	4.269550E+3	0.000000E+0	2.734900E+1
1.580154E-2	4.269230E+3	0.000000E+0	2.752600E+1
1.582201E-2	4.268833E+3	0.000000E+0	2.771100E+1
1.582809E-2	4.268440E+3	0.000000E+0	2.789200E+1
1.585192E-2	4.268520E+3	0.000000E+0	2.807300E+1
1.585707E-2	4.268757E+3	0.000000E+0	2.825500E+1
1.588113E-2	4.268833E+3	0.000000E+0	2.843600E+1
1.588832E-2	4.267800E+3	0.000000E+0	2.861900E+1
1.590497E-2	4.266770E+3	0.000000E+0	2.880300E+1
1.591901E-2	4.266690E+3	0.000000E+0	2.898900E+1
1.593546E-2	4.267090E+3	0.000000E+0	2.917200E+1
1.595135E-2	4.267010E+3	0.000000E+0	2.935100E+1
1.596262E-2	4.266133E+3	0.000000E+0	2.953300E+1
1.598271E-2	4.265500E+3	0.000000E+0	2.971600E+1
1.598918E-2	4.265100E+3	0.000000E+0	2.989600E+1
1.601271E-2	4.264620E+3	0.000000E+0	3.007900E+1
1.601769E-2	4.264303E+3	0.000000E+0	3.026000E+1
1.604180E-2	4.263910E+3	0.000000E+0	3.043600E+1
1.604920E-2	4.263190E+3	0.000000E+0	3.062200E+1
1.606750E-2	4.262797E+3	0.000000E+0	3.080400E+1
1.608024E-2	4.262720E+3	0.000000E+0	3.098300E+1
1.609358E-2	4.262640E+3	0.000000E+0	3.116200E+1
1.611140E-2	4.261603E+3	0.000000E+0	3.134300E+1
1.612031E-2	4.260090E+3	0.000000E+0	3.152500E+1
1.614252E-2	4.259460E+3	0.000000E+0	3.170600E+1
1.614857E-2	4.258980E+3	0.000000E+0	3.188800E+1
